process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time,verification.result
0,1,2,1,69,4,0,522.9907407,FALSE
0,1,2,1,69,5,0,763.0944444,FALSE
0,1,2,1,70,1,0,528.5357143,TRUE
0,1,2,1,70,1,2,577.5595238,TRUE
0,1,2,1,70,1,3,630.3571429,FALSE
0,1,2,1,70,1,4,607.7857143,FALSE
0,1,2,1,70,2,0,1209.721429,FALSE
0,1,2,1,70,3,0,159.65,TRUE
0,1,2,1,70,3,2,154.2,TRUE
0,1,2,1,70,3,3,178.55,FALSE
0,1,2,1,70,3,4,184.5785714,FALSE
0,1,2,1,70,4,0,435.4907407,TRUE
0,1,2,1,70,4,2,468.8703704,TRUE
0,1,2,1,70,4,3,561.6851852,FALSE
0,1,2,1,70,4,4,543.6574074,FALSE
0,1,2,1,70,5,0,758.1166667,FALSE
0,1,2,1,71,2,0,1341.264286,FALSE
0,1,2,1,71,5,0,762.5222222,FALSE
0,1,2,1,72,2,0,1276.278571,FALSE
0,1,2,1,72,5,0,744.5611111,FALSE
0,1,2,1,73,2,0,1459.335714,FALSE
0,1,2,1,73,5,0,727.5666667,FALSE
0,1,2,1,74,2,0,1393.121429,FALSE
0,1,2,1,74,5,0,748.5722222,FALSE
0,1,2,1,75,2,0,1550.778571,FALSE
0,1,2,1,75,5,0,735.5444444,FALSE
0,1,2,1,76,2,0,1171.971429,FALSE
0,1,2,1,76,5,0,740.7777778,FALSE
0,1,2,1,77,2,0,1309.614286,FALSE
0,1,2,1,77,5,0,734.8444444,FALSE
0,1,2,1,78,2,0,1316.185714,FALSE
0,1,2,1,78,5,0,736.1833333,FALSE
0,1,2,1,79,2,0,1480.921429,FALSE
0,1,2,1,79,5,0,742.3444444,FALSE
0,1,2,1,80,2,0,126.5071429,TRUE
0,1,2,1,80,2,2,369.9785714,TRUE
0,1,2,1,80,2,3,130.6642857,TRUE
0,1,2,1,80,2,4,1386.157143,FALSE
0,1,2,1,80,5,0,102.6166667,TRUE
0,1,2,1,80,5,2,783.3722222,FALSE
0,1,2,1,80,5,3,782.6888889,FALSE
0,1,2,1,80,5,4,105.6,TRUE
0,2,1,0,59,1,0,522.525,FALSE
0,2,1,0,59,4,0,466.4625,FALSE
0,2,1,0,59,6,0,144.525,FALSE
0,2,1,0,60,1,0,447.9,FALSE
0,2,1,0,60,4,0,412.4125,FALSE
0,2,1,0,60,6,0,93.575,TRUE
0,2,1,0,60,6,2,87.55,TRUE
0,2,1,0,60,6,3,132.325,FALSE
0,2,1,0,61,1,0,468.8,FALSE
0,2,1,0,61,4,0,429.3125,FALSE
0,2,1,0,62,1,0,476.3,FALSE
0,2,1,0,62,4,0,431.5625,FALSE
0,2,1,0,63,1,0,471.675,FALSE
0,2,1,0,63,4,0,447.0125,FALSE
0,2,1,0,64,1,0,394.275,FALSE
0,2,1,0,64,4,0,351.3625,FALSE
0,2,1,0,65,1,0,410.15,FALSE
0,2,1,0,65,4,0,379.2375,FALSE
0,2,1,0,66,1,0,399.35,FALSE
0,2,1,0,66,4,0,375.925,FALSE
0,2,1,0,67,1,0,434.025,FALSE
0,2,1,0,67,4,0,406.8,FALSE
0,2,1,0,68,1,0,391.625,FALSE
0,2,1,0,68,4,0,357.725,FALSE
0,2,1,0,69,1,0,411.95,FALSE
0,2,1,0,69,3,0,105.425,FALSE
0,2,1,0,69,4,0,395.3875,FALSE
0,2,1,0,70,1,0,377.325,TRUE
0,2,1,0,70,1,2,418.6,TRUE
0,2,1,0,70,1,3,446.125,FALSE
0,2,1,0,70,3,0,98.975,TRUE
0,2,1,0,70,3,2,94.275,TRUE
0,2,1,0,70,3,3,100.6,FALSE
0,2,1,0,70,4,0,345,TRUE
0,2,1,0,70,4,2,367,TRUE
0,2,1,0,70,4,3,420.625,FALSE
0,2,1,1,59,1,0,654.78125,FALSE
0,2,1,1,59,4,0,570.2708333,FALSE
0,2,1,1,59,6,0,257.1666667,FALSE
0,2,1,1,60,1,0,607.625,FALSE
0,2,1,1,60,4,0,544.7708333,FALSE
0,2,1,1,60,6,0,92.75,TRUE
0,2,1,1,60,6,2,95.97222222,TRUE
0,2,1,1,60,6,3,245.3611111,FALSE
0,2,1,1,60,6,4,230.75,FALSE
0,2,1,1,61,1,0,623,FALSE
0,2,1,1,61,4,0,550.0208333,FALSE
0,2,1,1,62,1,0,620.375,FALSE
0,2,1,1,62,4,0,551.4375,FALSE
0,2,1,1,63,1,0,624.25,FALSE
0,2,1,1,63,4,0,550.0625,FALSE
0,2,1,1,64,1,0,559.21875,FALSE
0,2,1,1,64,4,0,488.8958333,FALSE
0,2,1,1,65,1,0,578.25,FALSE
0,2,1,1,65,4,0,489.4375,FALSE
0,2,1,1,66,1,0,568.4375,FALSE
0,2,1,1,66,4,0,486.6458333,FALSE
0,2,1,1,67,1,0,608.3125,FALSE
0,2,1,1,67,4,0,526.5833333,FALSE
0,2,1,1,68,1,0,560.65625,FALSE
0,2,1,1,68,4,0,485.8333333,FALSE
0,2,1,1,69,1,0,581.90625,FALSE
0,2,1,1,69,3,0,177.75,FALSE
0,2,1,1,69,4,0,512.5208333,FALSE
0,2,1,1,69,5,0,745.525,FALSE
0,2,1,1,70,1,0,523.40625,TRUE
0,2,1,1,70,1,2,574.21875,TRUE
0,2,1,1,70,1,3,609.34375,FALSE
0,2,1,1,70,1,4,597.875,FALSE
0,2,1,1,70,3,0,156.9444444,TRUE
0,2,1,1,70,3,2,148.9722222,TRUE
0,2,1,1,70,3,3,172.1666667,FALSE
0,2,1,1,70,3,4,180.7222222,FALSE
0,2,1,1,70,4,0,429.125,TRUE
0,2,1,1,70,4,2,457.3958333,TRUE
0,2,1,1,70,4,3,563.0625,FALSE
0,2,1,1,70,4,4,541.4583333,FALSE
0,2,1,1,70,5,0,756.35,FALSE
0,2,1,1,71,5,0,750.65,FALSE
0,2,1,1,72,5,0,739.6,FALSE
0,2,1,1,73,5,0,727.05,FALSE
0,2,1,1,74,5,0,758.275,FALSE
0,2,1,1,75,5,0,724.4,FALSE
0,2,1,1,76,5,0,736.95,FALSE
0,2,1,1,77,5,0,741.675,FALSE
0,2,1,1,78,5,0,781.25,FALSE
0,2,1,1,79,5,0,736.225,FALSE
0,2,1,1,80,5,0,103.975,TRUE
0,2,1,1,80,5,2,779.025,FALSE
0,2,1,1,80,5,3,771.8,FALSE
0,2,1,1,80,5,4,104.5,TRUE
0,2,2,0,59,1,0,511.4791667,FALSE
0,2,2,0,59,2,0,1525.910714,FALSE
0,2,2,0,59,4,0,478.0416667,FALSE
0,2,2,0,59,6,0,144.3035714,FALSE
0,2,2,0,60,1,0,442.25,FALSE
0,2,2,0,60,2,0,1135.276786,FALSE
0,2,2,0,60,4,0,413.9375,FALSE
0,2,2,0,60,6,0,90.44642857,TRUE
0,2,2,0,60,6,2,85.58035714,TRUE
0,2,2,0,60,6,3,134.7857143,FALSE
0,2,2,0,61,1,0,459.8229167,FALSE
0,2,2,0,61,2,0,1283.669643,FALSE
0,2,2,0,61,4,0,438.3194444,FALSE
0,2,2,0,62,1,0,456.28125,FALSE
0,2,2,0,62,2,0,1246.285714,FALSE
0,2,2,0,62,4,0,437.1875,FALSE
0,2,2,0,63,1,0,462.78125,FALSE
0,2,2,0,63,2,0,1302.473214,FALSE
0,2,2,0,63,4,0,454.0694444,FALSE
0,2,2,0,64,1,0,387.1354167,FALSE
0,2,2,0,64,2,0,1001.142857,FALSE
0,2,2,0,64,4,0,358.8611111,FALSE
0,2,2,0,65,1,0,412.0729167,FALSE
0,2,2,0,65,2,0,1101.660714,FALSE
0,2,2,0,65,4,0,384.4027778,FALSE
0,2,2,0,66,1,0,389.625,FALSE
0,2,2,0,66,2,0,1109.482143,FALSE
0,2,2,0,66,4,0,384.2777778,FALSE
0,2,2,0,67,1,0,420.5208333,FALSE
0,2,2,0,67,2,0,1233.276786,FALSE
0,2,2,0,67,4,0,420.5625,FALSE
0,2,2,0,68,1,0,383.6770833,FALSE
0,2,2,0,68,2,0,910.6964286,FALSE
0,2,2,0,68,4,0,364.5694444,FALSE
0,2,2,0,69,1,0,408.9375,FALSE
0,2,2,0,69,2,0,1011.964286,FALSE
0,2,2,0,69,3,0,111.1160714,FALSE
0,2,2,0,69,4,0,394.0763889,FALSE
0,2,2,0,70,1,0,376.8229167,TRUE
0,2,2,0,70,1,2,417.8229167,TRUE
0,2,2,0,70,1,3,448.3645833,FALSE
0,2,2,0,70,2,0,1018.714286,FALSE
0,2,2,0,70,3,0,103.4732143,TRUE
0,2,2,0,70,3,2,96.51785714,TRUE
0,2,2,0,70,3,3,103.8482143,FALSE
0,2,2,0,70,4,0,344.6458333,TRUE
0,2,2,0,70,4,2,369.9166667,TRUE
0,2,2,0,70,4,3,431.4027778,FALSE
0,2,2,0,71,2,0,1120.410714,FALSE
0,2,2,0,72,2,0,1082.267857,FALSE
0,2,2,0,73,2,0,1238.526786,FALSE
0,2,2,0,74,2,0,1198.071429,FALSE
0,2,2,0,75,2,0,1337.205357,FALSE
0,2,2,0,76,2,0,981.2410714,FALSE
0,2,2,0,77,2,0,1129.607143,FALSE
0,2,2,0,78,2,0,1101.482143,FALSE
0,2,2,0,79,2,0,1285.410714,FALSE
0,2,2,0,80,2,0,116.8214286,TRUE
0,2,2,0,80,2,2,311.9732143,TRUE
0,2,2,0,80,2,3,123.6071429,TRUE
0,2,2,1,59,1,0,678.7037037,FALSE
0,2,2,1,59,2,0,1706.037879,FALSE
0,2,2,1,59,4,0,583.0763889,FALSE
0,2,2,1,59,6,0,254.7651515,FALSE
0,2,2,1,60,1,0,620.5,FALSE
0,2,2,1,60,2,0,1310.681818,FALSE
0,2,2,1,60,4,0,555.9097222,FALSE
0,2,2,1,60,6,0,91.25757576,TRUE
0,2,2,1,60,6,2,93.21212121,TRUE
0,2,2,1,60,6,3,245.25,FALSE
0,2,2,1,60,6,4,227.280303,FALSE
0,2,2,1,61,1,0,641.8703704,FALSE
0,2,2,1,61,2,0,1420.045455,FALSE
0,2,2,1,61,4,0,570.3402778,FALSE
0,2,2,1,62,1,0,638.212963,FALSE
0,2,2,1,62,2,0,1396.848485,FALSE
0,2,2,1,62,4,0,574.0902778,FALSE
0,2,2,1,63,1,0,644.0092593,FALSE
0,2,2,1,63,2,0,1436.795455,FALSE
0,2,2,1,63,4,0,584.3055556,FALSE
0,2,2,1,64,1,0,569.8611111,FALSE
0,2,2,1,64,2,0,1201.818182,FALSE
0,2,2,1,64,4,0,499.5555556,FALSE
0,2,2,1,65,1,0,596.6203704,FALSE
0,2,2,1,65,2,0,1301.30303,FALSE
0,2,2,1,65,4,0,524.8055556,FALSE
0,2,2,1,66,1,0,581.6111111,FALSE
0,2,2,1,66,2,0,1301.05303,FALSE
0,2,2,1,66,4,0,506.9722222,FALSE
0,2,2,1,67,1,0,619.6574074,FALSE
0,2,2,1,67,2,0,1454.280303,FALSE
0,2,2,1,67,4,0,544.1041667,FALSE
0,2,2,1,68,1,0,574.7037037,FALSE
0,2,2,1,68,2,0,1110.780303,FALSE
0,2,2,1,68,4,0,504.1458333,FALSE
0,2,2,1,69,1,0,590.5740741,FALSE
0,2,2,1,69,2,0,1224.416667,FALSE
0,2,2,1,69,3,0,186.2045455,FALSE
0,2,2,1,69,4,0,531.3402778,FALSE
0,2,2,1,69,5,0,756.5833333,FALSE
0,2,2,1,70,1,0,548.712963,TRUE
0,2,2,1,70,1,2,596.287037,TRUE
0,2,2,1,70,1,3,636.1111111,FALSE
0,2,2,1,70,1,4,629.2037037,FALSE
0,2,2,1,70,2,0,1214.325758,FALSE
0,2,2,1,70,3,0,160.1742424,TRUE
0,2,2,1,70,3,2,154.4166667,TRUE
0,2,2,1,70,3,3,176.5454545,FALSE
0,2,2,1,70,3,4,186.8560606,FALSE
0,2,2,1,70,4,0,443.4861111,TRUE
0,2,2,1,70,4,2,478.5208333,TRUE
0,2,2,1,70,4,3,567.4652778,FALSE
0,2,2,1,70,4,4,552.0347222,FALSE
0,2,2,1,70,5,0,762.6388889,FALSE
0,2,2,1,71,2,0,1325.931818,FALSE
0,2,2,1,71,5,0,760.2013889,FALSE
0,2,2,1,72,2,0,1279.174242,FALSE
0,2,2,1,72,5,0,746.9652778,FALSE
0,2,2,1,73,2,0,1451.659091,FALSE
0,2,2,1,73,5,0,729.5902778,FALSE
0,2,2,1,74,2,0,1407.871212,FALSE
0,2,2,1,74,5,0,758.2847222,FALSE
0,2,2,1,75,2,0,1557.204545,FALSE
0,2,2,1,75,5,0,751.1527778,FALSE
0,2,2,1,76,2,0,1185.151515,FALSE
0,2,2,1,76,5,0,748.1736111,FALSE
0,2,2,1,77,2,0,1322.492424,FALSE
0,2,2,1,77,5,0,755.9791667,FALSE
0,2,2,1,78,2,0,1335.545455,FALSE
0,2,2,1,78,5,0,752.4722222,FALSE
0,2,2,1,79,2,0,1494.636364,FALSE
0,2,2,1,79,5,0,742.2361111,FALSE
0,2,2,1,80,2,0,129.5,TRUE
0,2,2,1,80,2,2,379.8939394,TRUE
0,2,2,1,80,2,3,133.0530303,TRUE
0,2,2,1,80,2,4,1396.310606,FALSE
0,2,2,1,80,5,0,103.1597222,TRUE
0,2,2,1,80,5,2,786.0694444,FALSE
0,2,2,1,80,5,3,793.3263889,FALSE
0,2,2,1,80,5,4,104.9444444,TRUE
0,3,1,0,59,1,0,537.875,FALSE
0,3,1,0,59,4,0,472.2083333,FALSE
0,3,1,0,59,6,0,137.875,FALSE
0,3,1,0,60,1,0,478.125,FALSE
0,3,1,0,60,4,0,417.375,FALSE
0,3,1,0,60,6,0,93.25,TRUE
0,3,1,0,60,6,2,92.5,TRUE
0,3,1,0,60,6,3,139.125,FALSE
0,3,1,0,61,1,0,456.875,FALSE
0,3,1,0,61,4,0,441.2916667,FALSE
0,3,1,0,62,1,0,473.375,FALSE
0,3,1,0,62,4,0,432.25,FALSE
0,3,1,0,63,1,0,461.5,FALSE
0,3,1,0,63,4,0,457.2916667,FALSE
0,3,1,0,64,1,0,387,FALSE
0,3,1,0,64,4,0,353.2916667,FALSE
0,3,1,0,65,1,0,412.125,FALSE
0,3,1,0,65,4,0,378.125,FALSE
0,3,1,0,66,1,0,397,FALSE
0,3,1,0,66,4,0,374.6666667,FALSE
0,3,1,0,67,1,0,439.375,FALSE
0,3,1,0,67,4,0,415.4583333,FALSE
0,3,1,0,68,1,0,400,FALSE
0,3,1,0,68,4,0,366.875,FALSE
0,3,1,0,69,1,0,416.25,FALSE
0,3,1,0,69,3,0,113.875,FALSE
0,3,1,0,69,4,0,393.8333333,FALSE
0,3,1,0,70,1,0,374.625,TRUE
0,3,1,0,70,1,2,403,TRUE
0,3,1,0,70,1,3,457.5,FALSE
0,3,1,0,70,3,0,106.25,TRUE
0,3,1,0,70,3,2,94,TRUE
0,3,1,0,70,3,3,97,FALSE
0,3,1,0,70,4,0,333,TRUE
0,3,1,0,70,4,2,361.0416667,TRUE
0,3,1,0,70,4,3,421.125,FALSE
0,3,1,1,59,1,0,706.4166667,FALSE
0,3,1,1,59,4,0,595.9166667,FALSE
0,3,1,1,59,6,0,248.0833333,FALSE
0,3,1,1,60,1,0,626.0833333,FALSE
0,3,1,1,60,4,0,554.625,FALSE
0,3,1,1,60,6,0,92.58333333,TRUE
0,3,1,1,60,6,2,95.66666667,TRUE
0,3,1,1,60,6,3,256.8333333,FALSE
0,3,1,1,60,6,4,225.25,FALSE
0,3,1,1,61,1,0,672.75,FALSE
0,3,1,1,61,4,0,551.7083333,FALSE
0,3,1,1,62,1,0,621.8333333,FALSE
0,3,1,1,62,4,0,551.375,FALSE
0,3,1,1,63,1,0,643.4166667,FALSE
0,3,1,1,63,4,0,581.2916667,FALSE
0,3,1,1,64,1,0,574.6666667,FALSE
0,3,1,1,64,4,0,495.25,FALSE
0,3,1,1,65,1,0,591.0833333,FALSE
0,3,1,1,65,4,0,502.875,FALSE
0,3,1,1,66,1,0,580.5,FALSE
0,3,1,1,66,4,0,512.9583333,FALSE
0,3,1,1,67,1,0,635.3333333,FALSE
0,3,1,1,67,4,0,531.875,FALSE
0,3,1,1,68,1,0,576.8333333,FALSE
0,3,1,1,68,4,0,491.5833333,FALSE
0,3,1,1,69,1,0,580.8333333,FALSE
0,3,1,1,69,3,0,185.9166667,FALSE
0,3,1,1,69,4,0,511.0833333,FALSE
0,3,1,1,69,5,0,748.1666667,FALSE
0,3,1,1,70,1,0,537.0833333,TRUE
0,3,1,1,70,1,2,592.8333333,TRUE
0,3,1,1,70,1,3,644.9166667,FALSE
0,3,1,1,70,1,4,599.1666667,FALSE
0,3,1,1,70,3,0,156.8333333,TRUE
0,3,1,1,70,3,2,145.75,TRUE
0,3,1,1,70,3,3,178,FALSE
0,3,1,1,70,3,4,186.0833333,FALSE
0,3,1,1,70,4,0,431.3333333,TRUE
0,3,1,1,70,4,2,456.25,TRUE
0,3,1,1,70,4,3,533.5833333,FALSE
0,3,1,1,70,4,4,547.2916667,FALSE
0,3,1,1,70,5,0,757.9166667,FALSE
0,3,1,1,71,5,0,755.25,FALSE
0,3,1,1,72,5,0,730.8333333,FALSE
0,3,1,1,73,5,0,714.9166667,FALSE
0,3,1,1,74,5,0,741,FALSE
0,3,1,1,75,5,0,722.3333333,FALSE
0,3,1,1,76,5,0,704.4166667,FALSE
0,3,1,1,77,5,0,717.5,FALSE
0,3,1,1,78,5,0,741.8333333,FALSE
0,3,1,1,79,5,0,713.3333333,FALSE
0,3,1,1,80,5,0,102.4166667,TRUE
0,3,1,1,80,5,2,755.6666667,FALSE
0,3,1,1,80,5,3,777.3333333,FALSE
0,3,1,1,80,5,4,103.8333333,TRUE
0,3,2,0,59,1,0,521.6944444,FALSE
0,3,2,0,59,2,0,1517.083333,FALSE
0,3,2,0,59,4,0,474.6388889,FALSE
0,3,2,0,59,6,0,142.5,FALSE
0,3,2,0,60,1,0,441,FALSE
0,3,2,0,60,2,0,1159.638889,FALSE
0,3,2,0,60,4,0,411.6111111,FALSE
0,3,2,0,60,6,0,88.69444444,TRUE
0,3,2,0,60,6,2,83.94444444,TRUE
0,3,2,0,60,6,3,133.1944444,FALSE
0,3,2,0,61,1,0,459.6666667,FALSE
0,3,2,0,61,2,0,1291.166667,FALSE
0,3,2,0,61,4,0,442.2083333,FALSE
0,3,2,0,62,1,0,473.4166667,FALSE
0,3,2,0,62,2,0,1236.083333,FALSE
0,3,2,0,62,4,0,438.4861111,FALSE
0,3,2,0,63,1,0,475.3055556,FALSE
0,3,2,0,63,2,0,1318.361111,FALSE
0,3,2,0,63,4,0,459.7222222,FALSE
0,3,2,0,64,1,0,390.5277778,FALSE
0,3,2,0,64,2,0,1024.027778,FALSE
0,3,2,0,64,4,0,354.1666667,FALSE
0,3,2,0,65,1,0,413.1666667,FALSE
0,3,2,0,65,2,0,1109.277778,FALSE
0,3,2,0,65,4,0,389.3055556,FALSE
0,3,2,0,66,1,0,396.3055556,FALSE
0,3,2,0,66,2,0,1117.138889,FALSE
0,3,2,0,66,4,0,382.7361111,FALSE
0,3,2,0,67,1,0,422,FALSE
0,3,2,0,67,2,0,1228.472222,FALSE
0,3,2,0,67,4,0,420.0972222,FALSE
